geneID	LL_1	LL_2	HL_1	HL_2
kfl00023_0260	0	0	0	0
kfl00023_0265	0	0	0	0
kfl00023_0270	132.710999	145.204636	68.403938	65.634872
kfl00023_0280	0.701954	0.834019	0	0.158048
kfl00023_0290	1.905618	5.096222	0	1.365208
kfl00023_0300	13.06643	15.361328	4.730454	3.246207
kfl00023_0310	17.701065	16.722124	30.571547	37.234421
kfl00023_0320	40.084576	34.289021	41.696491	36.084045
kfl00023_0330	1.166628	1.428563	0.257363	0
kfl00023_0340	0	0	0	0
kfl00023_0350	1.394026	2.913072	0.502741	1.209742
kfl00023_0360	0	0.579276	0	0.387567
kfl00023_0370	0	0.0358143644827718	0.0413165852634792	0.049332703399855
kfl00023_0380	5.467436	5.662389	7.352419	4.710525
kfl00023_0390	36.975079	40.753731	21.419397	21.081774
kfl00023_0400	10.898186	6.44091	7.192238	5.268607
kfl00023_0410	1.121953	0.973195	1.234912	0.526524
kfl00023_0420	76.000496	85.314323	61.730831	66.659081
kfl00023_0430	1.880468	1.20824	0	1.193976
kfl00023_0440	216.57164	225.500076	68.258278	65.00441
kfl00023_0450	1.735692	2.826899	0.960507	1.152042
kfl00023_0460	284.476929	259.128113	68.437538	55.171177
kfl00023_0470	0	0	0	0
kfl00023_0480	0	0	0	0
kfl00024_0010	3.008451	2.740787	1.792483	2.05679
kfl00024_0020	133.187943	128.207977	67.418854	64.523811
kfl00024_0030	3.665407	2.396018	2.516023	1.993256
kfl00024_0040	2.688584	2.785994	1.969262	2.248072
kfl00024_0050	10.518034	9.936129	20.235329	24.503342
kfl00024_0060	0	0	0	0
kfl00024_0070	8.910167	9.389743	18.977589	18.115971
kfl00024_0080	16.050949	17.00565	15.370427	21.450205
kfl00024_0090	59.569561	60.439434	37.134716	49.871033
kfl00024_0100	20.455036	16.920547	13.640398	19.525705
kfl00024_0110	0	0	0	0
kfl00024_0120	0	0	0	0
kfl00024_0130	15.048744	10.493802	6.651181	8.299469
kfl00024_0150	36.877918	36.115574	13.708193	14.136619
kfl00024_0160	0	0	0	0
kfl00024_0170	12.25388	19.341253	16.062901	15.750732
kfl00024_0180	66.307518	64.004585	45.451778	47.882469
kfl00024_0190	7.07832	3.746306	5.310822	3.492865
kfl00024_0200	2.306117	1.678407	1.969466	1.947162
kfl00024_0210	38.49979	42.955017	18.766653	15.802919
kfl00024_0220	124.892273	137.773743	116.229912	98.867416
kfl00024_0230	25.164148	20.060938	9.970827	11.480504
kfl00024_0240	0	0	0	0
kfl00024_0250	12.048349	10.654199	17.357929	17.546898
kfl00024_0260	187.991699	180.075882	51.425468	52.720074
kfl00024_0270	24.198837	22.78875	16.800333	16.867031
kfl00024_0280	18.532001	15.871089	15.072316	10.858253
kfl00024_0290	1574.866089	1418.123657	1379.338135	1476.988647
kfl00024_0300	22.459316	21.983732	12.679664	14.391046
kfl00024_0310	24.864496	18.518465	93.677879	85.189186
kfl00024_0320	11.90784	18.15077	16.107531	18.748482
kfl00024_0330	0	0	0	0
kfl00024_0340	0	0	0	0
kfl00024_0350	0.847002	3.418489	0	0.692487
kfl00024_0370	0	0	0	0
kfl00024_0380	0	0	0	0
kfl00024_0390	24.312006	20.250076	11.781897	11.23031
kfl00024_0400	3.358168	4.365211	2.699549	1.755476
kfl00024_0410	0	0	0	0
kfl00024_0420	4.091109	3.374772	4.38638	6.369053
kfl00024_0430	14.940125	9.156131	17.013653	18.230272
kfl00024_0440	4.233014	3.690155	9.048572	8.854128
kfl00024_0450	3.114639	3.030912	2.563897	1.774739
kfl00024_0460	5.781918	5.705968	6.522049	5.686172
kfl00024_0470	3.172567	2.497467	1.29529	1.411131
kfl00024_0480	5.898362	5.371693	5.425556	4.94154
kfl00024_0490	9.739564	4.519375	2.595629	0.978597
kfl00024_0500	40.71851	37.223293	24.107061	28.167055
kfl00024_0510	1.682626	0	0	0
kfl00024_0515	11.541063	11.023821	6.061781	3.568257
kfl00024_0520	4.602929	6.224631	6.162942	4.959892
kfl00024_0525	3.819732	2.446391	2.496372	2.905443
kfl00024_0530	4.652608	5.964243	8.013015	8.567862
kfl00024_g1	0.019581	0.003921	0.446716	1.551742
kfl00024_g43	0.004271	1.149601	0.005669	0.004007
kfl00024_g47	2.246292	0	4.181198	0
kfl00025_0010	0	0	0	0
kfl00025_0020	0	0	0	0
kfl00025_0030	0	0	0	0
kfl00025_0040	13.870114	12.403586	14.911946	18.302151
kfl00025_0050	0	0	0	0
kfl00025_0060	34.133942	30.274429	24.226292	30.035336
kfl00025_0070	41.352394	43.738491	18.110954	13.031345
kfl00025_0080	17.140003	21.338064	14.698263	13.259955
kfl00025_0090	34.213676	38.472591	26.219976	22.604176
kfl00025_0100	47.774521	38.304741	35.100128	37.395782
kfl00025_0110	6.668014	8.554902	8.218681	9.011233
kfl00025_0120	453.906281	414.16983	233.642761	262.137421
kfl00025_0130	26.569862	19.325796	4.697932	5.007163
kfl00025_0140	0	0	0	0
kfl00025_0150	6.306757	3.687193	8.01336	8.0969
kfl00025_0160	4.487191	3.367979	2.024674	1.773343
kfl00025_0170	16.757307	13.071423	5.139539	5.171385
kfl00025_0180	36.134472	34.30978	21.595806	25.007406
kfl00025_0190	13.453539	11.915794	15.029118	12.278542
kfl00025_0200	6.369455	6.577985	4.097404	5.524495
kfl00025_0210	9.735323	8.782046	10.635492	14.104631
kfl00025_0220	2318.91333	2491.403076	2200.474854	2121.280273
kfl00025_0230	250.81662	242.560471	153.429794	154.251389
kfl00025_0240	7.450758	4.566607	0	1.326833
kfl00025_0250	1.9767	1.873766	0.591739	0.520781
kfl00025_0260	6.58218	8.339911	5.199714	3.542577
kfl00025_0270	0	0	0	0
kfl00025_0280	0	0	0	0
kfl00025_0290	41.938847	45.726128	39.225483	44.575943
kfl00025_0300	13.390903	12.398965	25.989836	24.467556
kfl00025_0310	62.683262	65.113976	27.409847	29.289598
kfl00025_0320	12.650136	8.295938	5.605908	4.326247
kfl00025_0330	287.703156	265.445282	239.610382	258.535889
kfl00025_0340	16.999496	22.165674	28.374979	25.14946
kfl00025_0350	0	0	0	0
kfl00025_0360	16.192312	11.329784	4.070943	2.348073
kfl00025_0370	6.318479	6.011286	1.823798	2.203834
kfl00025_0380	0	0	0	0
kfl00025_0390	92.040756	104.708473	32.493294	33.763721
kfl00025_0400	6.230324	7.50405	3.35558	2.790801
kfl00025_0420	33.997265	52.352638	22.618698	27.040844
kfl00025_0430	6.459782	6.980298	7.238974	4.620819
kfl00025_0440	663.766235	650.308167	632.508606	648.888123
kfl00025_0450	4.151492	4.417287	5.18423	6.366564
kfl00025_0460	0	0	0	0
kfl00025_0470	6.54074	8.107808	6.61054	7.674445
kfl00025_0480	2.064996	1.334765	0.253409	0
kfl00025_0490	8.820653	11.203185	0	0
kfl00025_0500	0	0	0	0
kfl00025_0505	0	0	0	0
kfl00025_0510	8.560875	5.268885	0.31547	0
kfl00025_0515	0	0	0	0
kfl00025_0520	16.626146	7.5896	4.750202	3.896903
kfl00025_0530	15.5047	10.586545	14.415169	16.754141
kfl00025_0540	0	0	0	0
kfl00025_0550	0	0	0	0
kfl00025_0560	0	0	0	0
kfl00025_0570	0	0	0	0
kfl00025_0580	33.839321	38.413124	26.810194	26.808758
kfl00025_0590	7.660564	5.23943	6.406999	5.939479
kfl00025_0600	0	0	0	0
kfl00025_0610	0	0	0	0
kfl00025_g27	0	0	0	0
kfl00025_g37	0	0	0	0
kfl00025_g63	0.109296	0.002629	0	0.043449
kfl00026_0010	36.309521	40.719799	44.02037	42.620903
kfl00026_0020	0	0	0	0
kfl00026_0030	14.565593	10.982914	11.330327	11.547065
kfl00026_0040	148.792389	139.612473	133.203094	144.158463
kfl00026_0050	7.547203	6.512307	8.670939	8.168578
kfl00026_0060	0	0	0	0
kfl00026_0070	58.612247	47.067661	41.855434	38.919128
kfl00026_0080	0	0	2.898386	0
kfl00026_0090	13.105752	8.980322	22.05827	25.812284
kfl00026_0100	30.211523	26.207863	35.600517	41.457169
kfl00026_0110	4.1997	4.545831	5.077369	5.522226
kfl00026_0130	24.940117	19.638073	25.376444	20.4986
kfl00026_0140	9.767497	11.258431	7.049801	4.870178
kfl00026_0150	2.756083	3.51508	1.725986	2.320293
kfl00026_0160	3.639784	0.949058	1.421098	1.480468
kfl00026_0170	0	4.39749	2.917261	1.124465
kfl00026_0180	16.585241	16.387047	4.874717	8.219332
kfl00026_0190	4.039599	2.961944	2.795091	2.473745
kfl00026_0200	15.378006	15.176557	15.14455	11.221253
kfl00026_0210	0.726681	0	0.784861	0
kfl00026_0220	0	0	0	0
kfl00026_0230	1.971716	0	0	0
kfl00026_0240	108.874489	74.419693	61.453358	62.050545
kfl00026_0250	0	0	0	0
kfl00026_0260	28.291056	30.720245	3.260876	3.218437
kfl00026_0270	4.940495	0	0	0
kfl00026_0280	15.120481	16.102135	35.0639	38.23106
kfl00026_0290	0	0	0	0
kfl00026_0310	9.562409	7.528654	0.881556	1.330369
kfl00026_0320	17.053556	20.066441	12.207159	11.66185
kfl00026_0330	0	0	0	0
kfl00026_0340	10.2942	10.080988	5.668154	5.27425
kfl00026_0350	0	0	0	0
kfl00026_0355	0	0	0	0
kfl00026_0360	0	0	0	0
kfl00026_0370	27.207161	18.96736	26.270651	30.018427
kfl00026_0380	14.290621	11.232678	8.675949	8.47379
kfl00026_0390	5.372374	4.387968	4.34222	4.473327
kfl00026_0400	16.446449	23.042181	13.990527	18.906326
kfl00026_0410	22.477268	17.849548	16.828653	17.815273
kfl00026_0420	0	0	0	0
kfl00026_0430	0	0	0	0
kfl00026_0440	0	0	0	0
kfl00026_0450	0	0	0	0
kfl00026_0470	78.704285	65.705231	34.435989	41.044182
kfl00026_0480	0	0	0	0
kfl00026_0490	0	0	0	0
kfl00026_0500	0	0	0	0
kfl00026_0510	10.246511	8.6021	7.440609	8.116872
kfl00026_0520	13.592257	10.886481	29.129093	34.455666
kfl00026_0530	37.101784	32.373817	97.708519	95.125008
kfl00026_0540	6.139908	6.42289	5.60875	6.179545
kfl00026_0550	219.405106	217.001465	162.452896	154.448517
kfl00026_0560	5.395216	5.890029	6.004556	6.576949
kfl00026_0570	0	0	0	0
kfl00026_0580	12.13748	9.675276	8.444618	7.001188
kfl00026_g1	9.990222	5.972322	12.341159	12.278364
kfl00026_g45	0	0	0	0
kfl00027_0010	0	0	0	0
kfl00027_0020	0	0	0	0
kfl00027_0030	0	0	0	0
kfl00027_0040	18.910574	19.759933	15.665165	18.397209
kfl00027_0050	76.891548	101.55719	14.57785	13.958224
kfl00027_0060	32.354515	30.378981	45.952385	41.156208
kfl00027_0070	3.939749	2.479396	2.725939	2.621887
kfl00027_0080	3.52045	2.69519	4.519799	2.879201
kfl00027_0090	12.9877	11.395457	8.951273	8.237061
kfl00027_0100	3.614931	1.892714	2.200655	4.02198
kfl00027_0110	0	0	0	0
kfl00027_0120	28.451441	27.786226	21.800873	23.797258
kfl00027_0130	1.277154	2.141596	0.45105	0.483244
kfl00027_0140	0	0	0	0
kfl00027_0150	8.883363	7.818679	11.673223	15.433455
kfl00027_0160	155.093185	157.339569	195.470734	196.108002
kfl00027_0170	50.70591	60.794804	31.603743	39.484089
kfl00027_0180	12.397336	10.94926	11.354762	12.501639
kfl00027_0190	0	0	0	0
kfl00027_0200	84.635109	89.192154	62.129227	53.624676
kfl00027_0210	17.377234	17.133995	16.45767	18.092478
kfl00027_0220	0	0	0	0
kfl00027_0230	5.538486	0	3.683843	3.983825
kfl00027_0240	221.184357	204.995895	108.136551	112.177742
kfl00027_0250	9123.193359	8297.30957	6862.158691	7489.612793
kfl00027_0260	18.081518	20.615595	33.428993	32.508629
kfl00027_0270	49.506279	41.173923	105.549606	116.765053
kfl00027_0280	36.576748	29.819929	25.269447	25.605934
kfl00027_0290	190.645706	185.262085	197.234894	184.774414
kfl00027_0300	5.104385	2.76692	3.983959	3.004462
kfl00027_0310	4.301195	4.056047	1.532082	2.068926
kfl00027_0320	34.103146	34.944656	41.24667	54.27977
kfl00027_0330	1.029684	0.737878	0.7201	0.66619
kfl00027_0340	0	2.623676	0	0
kfl00027_0350	0	0	0	0
kfl00027_0360	6.958325	9.561707	4.100064	7.316313
kfl00027_0370	38.6721	37.409328	42.260391	37.727951
kfl00027_0380	88.359673	90.104912	80.120613	87.130157
kfl00027_0390	5.620563	4.166405	4.689751	4.142345
kfl00027_0400	6.213788	8.285965	7.407495	7.508179
kfl00027_0420	15.407046	14.44803	19.411783	13.7728
kfl00027_0430	25.602491	22.372454	44.340298	37.828976
kfl00027_0440	11.478381	14.563025	21.84433	20.715965
kfl00027_0450	35.656231	42.782982	25.645649	23.802179
kfl00027_0460	3.133498	3.29427	4.230417	5.47629
kfl00027_0470	16.480595	20.949877	4.626919	9.153996
kfl00027_0480	8.017323	5.281279	1.78104	1.59097
kfl00027_0490	0	0	0	0
kfl00027_0500	28.370052	30.404856	19.560326	14.028055
kfl00027_0510	102.269791	101.971344	137.663361	156.890366
kfl00027_0520	43.724266	35.061871	26.079775	22.334511
kfl00027_0530	11.179748	13.262405	3.201093	2.29389
kfl00027_0540	16.734587	12.148319	19.848969	21.496996
kfl00027_0550	22.415276	22.122309	16.514111	15.258701
kfl00027_g13	0.112878	0	0.041757	0
kfl00027_g54	104.508331	91.47879	26.800898	32.018307
kfl00027_g6	83.630623	76.060181	44.728958	40.854961
kfl00028_0010	0	0	0	0
kfl00028_0020	8.028395	8.978223	11.02983	10.228083
kfl00028_0030	93.951988	74.902702	125.333298	152.567261
kfl00028_0040	8.792109	14.966857	9.669095	10.070703
kfl00028_0050	13.572215	7.750719	17.715897	14.683714
kfl00028_0060	5.812869	3.567199	10.630472	10.03348
kfl00028_0070	81.921532	85.012695	344.417999	347.630463
kfl00028_0080	22.792749	24.878317	54.216415	51.911507
kfl00028_0090	73.676437	80.920784	151.00267	134.220657
kfl00028_0100	11.75364	9.232795	7.954307	10.441852
kfl00028_0110	59.979202	60.175701	45.278534	55.306919
kfl00028_0120	0	0	0	0
kfl00028_0130	0	0	0	0
kfl00028_0140	42.882034	35.270969	7.328856	5.69265
kfl00028_0150	3.435261	2.917319	2.079557	2.244693
kfl00028_0160	107.363533	111.009727	98.399574	103.850304
kfl00028_0170	61.583111	50.041286	39.816536	39.845867
kfl00028_0180	15.603771	14.874553	9.610435	12.750459
kfl00028_0190	13.701983	6.605762	2.588611	3.102078
kfl00028_0200	0.84486	2.120478	1.845438	2.781233
kfl00028_0210	75.380341	55.155735	52.544563	50.573284
kfl00028_0220	71.930824	64.19384	77.84948	89.28653
kfl00028_0230	22.987711	23.228796	10.296569	7.827813
kfl00028_0240	33.355587	21.546463	13.617853	13.998109
kfl00028_0250	66.798981	67.595673	78.787453	81.548355
kfl00028_0260	6.446288	6.778897	0	1.257113
kfl00028_0270	3.944173	4.584087	0.852284	1.043673
kfl00028_0280	8.871469	7.511668	4.280189	5.683986
kfl00028_0290	7.908696	8.019432	6.53233	7.349224
kfl00028_0300	12.403593	11.982197	22.34795	22.699675
kfl00028_0310	41.080986	31.135204	45.021729	42.940533
kfl00028_0320	0	0	0.024473	0.016667
kfl00028_0330	4.272996	4.60948	1.300596	1.828489
kfl00028_0340	22.481153	20.128139	7.229484	4.786484
kfl00028_0350	29.840467	36.245762	17.046545	20.151962
kfl00028_0360	0	0	0	0
kfl00028_0370	10.373932	6.702625	1.77286	1.831236
kfl00028_0380	3.961607	3.208409	0.617519	0.795368
kfl00028_0390	0	0	0	0
kfl00028_0400	0	0	0	0
kfl00028_0410	0	0	0	0
kfl00028_0420	2.997543	2.017233	2.265154	1.331494
kfl00028_0430	22.419767	18.753382	23.43972	25.470978
kfl00028_0440	14.066668	11.645529	7.617971	6.82739
kfl00028_0450	5.230045	4.313034	16.508129	17.602238
kfl00028_0460	17.234438	18.156693	13.188468	13.641868
kfl00028_0470	27.826704	24.45241	7.903156	9.097271
kfl00028_0480	17.165379	19.4902	8.602818	11.536747
kfl00028_0490	9.630565	8.956368	3.193923	4.595813
kfl00028_0500	70.445953	68.495872	193.716858	214.328583
kfl00028_0510	12.928004	13.743779	36.066444	37.175716
kfl00028_0520	15.651981	13.329351	17.492023	19.092939
kfl00028_0530	200.789566	200.670441	156.714142	165.539291
kfl00028_0540	0	0	0	0
kfl00028_0550	1.176629	1.773477	1.073361	0.943596
kfl00028_0560	4.204581	4.56948	7.778664	6.042921
kfl00028_g53	0	0	0	0
kfl00028_g56	63.996006	48.429146	14.440326	21.690212
kfl00029_0010	87.840355	75.716949	175.852173	175.161743
kfl00029_0020	16.832724	16.282917	19.864302	22.196281
kfl00029_0030	1.484105	1.394713	1.498783	2.035701
kfl00029_0040	3.397941	5.556892	2.233903	3.085264
kfl00029_0050	57.940472	58.300499	92.005173	76.052582
kfl00029_0060	89.601418	88.305504	86.699532	92.760269
kfl00029_0070	26.594952	30.757147	26.421288	28.718475
kfl00029_0080	93.5662	76.242897	154.411743	165.474731
kfl00029_0090	6.201552	7.851543	3.968488	3.905339
kfl00029_0100	46.313202	46.706676	47.437321	52.515965
kfl00029_0110	38.949875	44.033897	49.486145	40.685997
kfl00029_0120	29.746672	30.792072	29.992002	30.857496
kfl00029_0130	0	0	0	0
kfl00029_0150	195.603439	193.937881	149.977798	141.898315
kfl00029_0160	42.836971	26.815435	24.858004	29.63851
kfl00029_0170	270.289124	278.145081	157.967453	166.543793
kfl00029_0180	21.080717	20.010454	7.417538	5.915582
kfl00029_0190	36.97345	35.26141	48.001137	47.698277
kfl00029_0200	89.339561	79.357635	44.699116	49.425865
kfl00029_0210	0	0	0	0
kfl00029_0220	6.969936	6.685369	4.015126	1.386718
kfl00029_0230	23.907223	21.499838	13.275151	15.059875
kfl00029_0240	12.838314	12.309968	3.501527	2.27974
kfl00029_0250	48.142384	49.383919	15.184618	11.440172
kfl00029_0260	6.842299	4.654658	0.800403	0.501728
kfl00029_0270	6.431617	8.244153	0	0
kfl00029_0280	37.038181	33.291035	32.439339	33.867451
kfl00029_0290	5.842479	7.086357	1.613439	2.494092
kfl00029_0300	3.945937	2.748563	2.922143	4.420837
kfl00029_0310	0	0	0	0
kfl00029_0320	0	0	0	0
kfl00029_0330	0	0	0	0
kfl00029_0340	4.51362	5.746615	6.014153	3.450056
kfl00029_0350	0	0	0	0
kfl00029_0360	0	0	0	0
kfl00029_0370	0	0	0	0
kfl00029_0380	18.311831	16.46397	29.524799	28.463623
kfl00029_0390	16.913517	13.160873	4.472144	5.165262
kfl00029_0400	10.363647	8.855522	1.912642	3.190004
kfl00029_0410	8.496943	7.097433	41.557888	54.0191
kfl00029_0420	28.830219	23.083454	37.370556	35.48423
kfl00029_0430	29.34864	32.105934	13.764179	14.54521
kfl00029_0440	0.477456	0	0	0.428674
kfl00029_0450	4.44841	5.56791	1.967935	1.792696
kfl00029_0460	0	0	0	0
kfl00029_0470	18.565783	16.664909	29.140669	27.782751
kfl00029_0480	42.146343	48.215885	64.056244	74.137878
kfl00029_0490	7.466204	8.754496	1.633983	0.591248
kfl00029_0500	2.816843	2.246698	0.344955	0.874064
kfl00029_0510	1.072801	0.834156	1.003985	0
kfl00029_0520	2.655418	4.292006	0.763086	1.383353
kfl00029_g1	0	0	0	0
kfl00029_g28	0	0	0	0
kfl00029_g44	0	0	0	0
kfl00030_0010	0	0	0	0
kfl00030_0015	0	0	0	0
kfl00030_0020	265.655029	254.498444	286.075714	277.987701
kfl00030_0040	37.481472	43.850277	59.44595	61.050125
kfl00030_0050	16.405104	19.680634	245.35321	268.008942
kfl00030_0060	24.849897	29.13987	31.683563	29.468262
kfl00030_0070	4.045239	3.0858	2.885928	4.373527
kfl00030_0080	58.4594	54.71928	43.446098	38.041206
kfl00030_0090	708.481934	714.178589	2350.162598	2430.095947
kfl00030_0100	0	0	0	0
kfl00030_0110	0	0	0	0
kfl00030_0120	35.752949	31.931009	48.332397	52.496201
kfl00030_0130	30.026329	37.174133	34.852039	42.902962
kfl00030_0140	12.239551	11.077247	9.083324	8.547101
kfl00030_0150	0	0	0	0
kfl00030_0160	0	0	0	0
kfl00030_0170	0	0	0	0
kfl00030_0180	82.442329	87.91613	23.007193	17.818903
kfl00030_0190	17.12043	18.184414	3.142983	5.251034
kfl00030_0200	17.649097	13.181377	7.098141	4.393491
kfl00030_0210	21.759907	20.734949	25.07818	28.327829
kfl00030_0220	137.209854	130.403519	254.762833	284.605255
kfl00030_0230	0	0	0	0
kfl00030_0240	14.829606	19.799381	11.096065	10.052724
kfl00030_0250	1.138548	0.489236	3.509583	4.004994
kfl00030_0260	37.985203	39.619503	23.086571	23.421511
kfl00030_0270	14.949267	14.083811	5.729368	8.020242
kfl00030_0280	11.678365	19.125822	9.699398	10.494342
kfl00030_0290	10.853337	13.801003	12.36812	9.929052
kfl00030_0300	20.159498	18.909292	20.364422	21.180065
kfl00030_0310	8.21347	9.574142	16.916954	16.203636
kfl00030_0320	12.35831	12.029123	4.605334	3.914389
kfl00030_0330	14.605817	12.563838	12.637332	10.049012
kfl00030_0340	71.82029	67.518776	146.847397	143.953262
kfl00030_0350	0	0	0	0
kfl00030_0360	27.250271	35.094009	31.658535	32.926994
kfl00030_0370	0	0	0	0
kfl00030_0380	4.944896	5.724663	2.718085	2.765074
kfl00030_0390	9.119271	5.150689	8.621198	12.434831
kfl00030_0400	22.670198	20.287575	29.470486	27.959536
kfl00030_0410	0	0	0	0
kfl00030_0420	0	0	0	0
kfl00030_0430	16.530352	10.038965	6.617568	5.5892
kfl00030_0440	118.829918	107.964981	95.95417	91.167763
kfl00030_0450	2.639217	3.459059	9.290301	8.618895
kfl00030_0460	16.087301	13.9869	9.056993	9.511929
kfl00030_0470	6.403785	5.078983	10.200811	12.694963
kfl00030_g25	0	0	0	0
kfl00031_0010	0	0	0	0
kfl00031_0020	0	0	0	0
kfl00031_0030	0	0	0	0
kfl00031_0040	9.722694	9.927348	11.655691	14.209873
kfl00031_0050	4.181784	4.422715	1.785403	2.62289
kfl00031_0060	34.750801	28.917749	50.636517	54.013523
kfl00031_0070	0.15547	0.072746	0	0
kfl00031_0080	28.796015	23.890709	45.412346	47.558231
kfl00031_0090	94.929848	110.839729	64.93438	77.622192
kfl00031_0100	8.245373	10.325272	3.319821	1.69986
kfl00031_0110	15.544849	14.557281	6.202065	6.226096
kfl00031_0120	9.607933	10.588093	7.929542	6.18562
kfl00031_0130	39.093182	43.902172	35.433517	28.954588
kfl00031_0140	47.137608	27.619783	32.067505	20.208757
kfl00031_0150	84.310211	71.856262	47.358814	38.225761
kfl00031_0160	25.040947	27.008633	3.961501	5.817292
kfl00031_0170	54.442181	54.767757	30.840471	35.264591
kfl00031_0180	30.698956	38.154667	39.633274	40.2225
kfl00031_0190	43.108521	42.239384	37.854008	37.848991
kfl00031_0200	19.437307	21.072996	19.590242	19.792414
kfl00031_0210	0.815273	0	0	0
kfl00031_0220	0	0	0	0
kfl00031_0230	58.958714	41.665451	90.964157	93.265572
kfl00031_0235	13.847061	12.246671	29.567932	32.801979
kfl00031_0240	0.438872	0	0.235488	0.149481
kfl00031_0250	54.376358	49.272446	34.668968	33.810963
kfl00031_0260	93.501556	78.161827	89.230652	82.859367
kfl00031_0270	2.793741	2.04072	0.887174	1.743335
kfl00031_0280	40.219864	32.648499	21.033447	28.735598
kfl00031_0290	52.277573	43.814899	22.08062	24.711712
kfl00031_0300	40.907539	32.432228	27.135746	16.939779
kfl00031_0310	3.301152	2.276993	0.796296	0.231922
kfl00031_0320	8.230038	7.926049	5.209817	4.702951
kfl00031_0330	24.686218	17.531317	15.836087	13.523627
kfl00031_0340	21.56505	22.941183	58.250977	51.186981
kfl00031_0350	30.13171	33.386143	19.773899	16.664482
kfl00031_0360	13.253802	10.075868	3.25501	2.70086
kfl00031_0370	172.472321	167.549286	181.900009	178.201859
kfl00031_0380	1.153639	1.687053	1.141679	1.388849
kfl00031_0390	15.881118	12.938422	10.60834	10.231306
kfl00031_0400	38.070793	23.370504	33.466339	36.173626
kfl00031_0410	8.69517	8.551761	10.131565	7.997808
kfl00031_0420	893.43512	829.690186	755.874023	758.795288
kfl00031_0430	3.448806	5.020663	4.816652	4.149618
kfl00031_0440	3.095362	2.380792	4.654219	4.381896
kfl00031_0450	0.335543	1.086048	0	0
kfl00031_0460	14.962679	14.230659	4.175086	2.113925
kfl00031_0470	5.026809	3.673719	3.176069	3.223425
kfl00031_0480	13.147454	14.392318	22.193596	20.203613
kfl00031_0490	8.554543	7.310461	3.086144	0
kfl00031_0500	4.34332	4.419475	1.379973	1.283637
kfl00031_0510	0	0	0	0
kfl00031_0520	0	0	0	0
kfl00031_g12	0	0	0	0
kfl00031_g37	0	0.113225	0	0
kfl00032_0010	0	0	0	0
kfl00032_0020	0	0	0	0
kfl00032_0030	0	0	0	0
kfl00032_0040	0	0	0	0
kfl00032_0050	0	0	0	0
kfl00032_0060	5.675033	4.341973	2.91123	3.130452
kfl00032_0070	5.632131	4.969185	4.365675	6.886164
kfl00032_0080	10.617107	9.59658	3.899209	4.205773
kfl00032_0090	1432.386841	1511.497192	1322.771851	1292.492676
kfl00032_0110	10.664274	9.236201	2.077511	3.537194
kfl00032_0120	32.924633	29.336847	13.522671	13.773444
kfl00032_0130	10.627	8.40435	4.939337	6.279673
kfl00032_0140	40.84111	39.336151	109.774582	124.834793
kfl00032_0150	47.693195	51.337864	24.579596	26.442947
kfl00032_0160	27.326111	32.639206	17.570971	23.441566
kfl00032_0170	22.276453	17.325874	33.052265	37.762997
kfl00032_0180	18.984241	14.032551	34.035011	39.66473
kfl00032_0190	24.997585	24.698555	5.247667	5.037823
kfl00032_0200	11.435979	13.158706	4.442392	5.399933
kfl00032_0210	19.481012	17.835644	17.671749	19.884064
kfl00032_0220	10.104161	7.216152	3.254037	4.417949
kfl00032_0230	0.473249	0.284627	0.511152	0.240848
kfl00032_0240	4.608555	3.40604	6.269351	5.600068
kfl00032_0250	0	0	0	0
kfl00032_0260	0	0	0	0
kfl00032_0270	0	0	0	0
kfl00032_0280	0	0	0	0
kfl00032_0290	2.306582	1.757994	0.816604	0.60762
kfl00032_0295	39.821732	34.160652	41.175266	39.164989
kfl00032_0300	0	0	0	0
kfl00032_0310	18.47403	12.334967	8.988326	9.933085
kfl00032_0320	33.390068	33.669815	48.546326	57.768066
kfl00032_0330	17.787264	14.853407	6.724823	9.299802
kfl00032_0340	0	0	0	0
kfl00032_0350	45.575363	41.928295	37.379471	35.099968
kfl00032_0360	67.579994	85.500748	24.858732	34.890842
kfl00032_0370	203.25975	168.021942	276.962769	269.137054
kfl00032_0380	15.384175	22.787342	11.131372	10.520721
kfl00032_0390	4.771208	4.549714	2.260079	1.936735
kfl00032_0400	0	0	0	0
kfl00032_0410	5.152761	4.860657	0.934832	0
kfl00032_0420	39.923542	36.469299	4.642963	6.464676
kfl00032_0430	12.943864	10.649633	3.634908	2.228693
kfl00032_0440	9.381821	7.969306	4.375815	3.752112
kfl00032_0450	21.688534	14.04835	7.266819	7.556373
kfl00032_0460	0	0	0	0
kfl00032_0470	4.430924	4.479187	6.694197	5.206914
kfl00032_0480	5.950583	5.573288	6.593994	6.987891
kfl00032_0490	129.33432	128.74556	91.608269	102.130783
kfl00032_0500	0	0	0	0.011097
kfl00032_0510	15.375004	13.133499	26.17729	29.007416
kfl00032_g46	0	0	0	0
kfl00032_g47	0	0	0	0
kfl00033_0010	4.50001	3.225185	4.483405	4.879408
kfl00033_0020	50.272404	40.694763	38.133316	36.864937
kfl00033_0030	15.779875	9.647044	4.170493	4.441131
kfl00033_0040	0	0	0	0
kfl00033_0050	7.138484	6.800138	0	0
kfl00033_0060	11.061388	12.125503	14.117738	13.771856
kfl00033_0070	0	1.201451	0.567066	0.614525
kfl00033_0075	2.875045	7.002553	2.911953	2.52167
kfl00033_0080	163.301056	172.787338	102.728828	104.880112
